Date,Year,Month,Day,Dens,DensSE,Veg,VegSE,Rain,Max,Min,Wind,Gusts,Chill,Warn.18,Warns.18
2015-01-21,2015,1,21,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,17,25.07,18.14,-0.026079999999999992,0.55037,993.2696095130784,0,0
2015-01-22,2015,1,22,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,0,25.65,18.44,0.19169000000000014,0.62296,786.0041945152252,0,0
2015-01-23,2015,1,23,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,0,20.3,15.32,0.8876999999999997,1.8356400000000002,873.4134702124306,0,0
2015-01-24,2015,1,24,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,0,19.93,15.14,-0.17979999999999996,1.03715,850.3464472518307,0,0
2015-01-25,2015,1,25,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,2.8,16.44,15.13,2.31388,3.4368900000000004,959.1974806680697,0,0
2015-01-26,2015,1,26,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,0,17.03,14.39,1.00299,1.4855,877.3996158375511,0,0
2015-01-27,2015,1,27,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,0,17.05,14.15,0.40945999999999994,0.8834299999999999,858.7646534014314,0,0
2015-01-28,2015,1,28,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,0,18.05,14.13,1.3360500000000002,1.7972100000000002,891.1911472538004,0,0
2015-01-29,2015,1,29,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,0,16.94,15.23,1.2677300000000002,1.58798,867.572198299274,0,0
2015-01-30,2015,1,30,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,0,16.91,15.12,1.0456899999999998,1.4940399999999996,866.3702709058593,0,0
2015-01-31,2015,1,31,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,0,18.65,15.58,0.845,1.2378399999999998,850.9387265623543,0,0
2015-02-01,2015,2,1,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,0,18.3,15.56,0.16606999999999994,0.9304000000000001,840.0278666580501,0,1
2015-02-02,2015,2,2,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,0,20.02,16,0.16179999999999994,0.9432100000000001,834.0565353833133,0,1
2015-02-03,2015,2,3,3.92,0.45356374827507234,0.49797735181438607,0.41664719751445417,0,17.78,15.33,1.59652,2.2925299999999997,885.4336133988036,0,1
2015-02-04,2015,2,4,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,16.78,15.58,0.8834299999999999,1.6861899999999999,865.0156048606367,0,1
2015-02-05,2015,2,5,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,19.48,15.19,0.37956999999999996,0.7169000000000001,836.397503277884,0,1
2015-02-06,2015,2,6,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,23.67,15.99,1.16525,1.64776,857.4604307758799,0,1
2015-02-07,2015,2,7,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,24.35,18.35,0.82792,1.58371,818.766234336616,0,1
2015-02-08,2015,2,8,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,21.74,16.27,1.3018900000000002,2.2583699999999998,869.190550250286,0,1
2015-02-09,2015,2,9,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,18.8,15.81,1.8228300000000002,2.62986,885.6314846925288,0,1
2015-02-10,2015,2,10,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,21.94,18.32,1.3616700000000002,2.2882599999999997,836.3215129431836,0,1
2015-02-11,2015,2,11,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,25.12,16.98,0.60161,1.8612599999999997,847.6917514941437,0,1
2015-02-12,2015,2,12,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,19.39,16.66,1.54101,2.75369,874.1440074411407,0,1
2015-02-13,2015,2,13,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,20.6,17.63,2.0406,2.44198,851.0964188612511,0,1
2015-02-14,2015,2,14,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,20,20.03,16.69,0.40945999999999994,1.46415,1071.3447959821226,1,1
2015-02-15,2015,2,15,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,4,22.36,16.6,0.4649699999999999,1.4940399999999996,905.2502120962517,0,1
2015-02-16,2015,2,16,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,19.65,16.58,1.2463800000000003,1.7886699999999998,852.1127627424917,0,1
2015-02-17,2015,2,17,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,19.34,16.03,0.14044999999999996,0.8023,828.0066721255537,0,1
2015-02-18,2015,2,18,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,19.51,16.35,0.34114,0.7467900000000001,821.0616325047168,0,1
2015-02-19,2015,2,19,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0.4,23.5,17.87,0.19169000000000014,0.9090500000000001,811.9647024764835,0,1
2015-02-20,2015,2,20,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,21.49,17.55,0.05932000000000004,0.39665000000000017,787.4960392931339,0,1
2015-02-21,2015,2,21,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,26.48,17.69,0.5290199999999998,0.8919700000000002,807.3455278478807,0,1
2015-02-22,2015,2,22,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,28.86,20.69,0.18315000000000015,0.76387,759.2453085270565,0,1
2015-02-23,2015,2,23,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,23.4,16.94,1.3702100000000002,2.23702,857.7212565416347,0,1
2015-02-24,2015,2,24,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,3.2,17.69,16.41,1.1865999999999999,1.98509,910.2580918195382,0,1
2015-02-25,2015,2,25,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,3,19.9,16.48,1.57944,2.10038,909.1203428230343,0,1
2015-02-26,2015,2,26,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,19.98,16.12,0.7553300000000001,1.54955,852.5467371107101,0,1
2015-02-27,2015,2,27,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,19.07,15.65,0.31125,1.0499600000000002,843.242634526474,0,1
2015-02-28,2015,2,28,3.92,0.45356374827507234,0.6323481951979996,0.5782182708312975,0,24.92,15.69,0.3326,1.6819199999999999,863.1618205988855,0,1
2015-03-01,2015,3,1,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,11.2,18.41,16.07,1.7758599999999998,2.1174600000000003,1019.8661957164131,1,4
2015-03-02,2015,3,2,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,19.64,15.33,-0.09440000000000004,0.58453,828.1091551276065,0,4
2015-03-03,2015,3,3,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,18.83,15.67,0.6784699999999999,0.9901799999999998,840.7127594258603,0,4
2015-03-04,2015,3,4,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,18.66,15.19,1.8740700000000001,3.0696700000000003,906.0287155654653,0,4
2015-03-05,2015,3,5,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,5.2,16.92,14.11,3.5308299999999995,4.508660000000001,1032.8292525587833,1,4
2015-03-06,2015,3,6,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0.8,17.62,15.57,2.94157,4.192679999999999,935.0664028326137,0,4
2015-03-07,2015,3,7,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,2.2,18.46,15.75,1.46415,2.10465,908.9964224785048,0,4
2015-03-08,2015,3,8,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,18.94,15.8,0.58453,0.9730999999999999,838.1441025162794,0,4
2015-03-09,2015,3,9,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,18.75,15.63,1.3275099999999997,1.8057499999999997,867.6476969683504,0,4
2015-03-10,2015,3,10,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,17.37,14.15,0.29844000000000004,1.0499600000000002,865.5573758730741,0,4
2015-03-11,2015,3,11,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,19.51,14.18,0.62296,1.48977,880.7901712778668,0,4
2015-03-12,2015,3,12,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,16.62,15.51,1.5709,2.01071,875.185767222902,0,4
2015-03-13,2015,3,13,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,16.85,14.23,0.4265399999999999,1.1908699999999999,869.6872786972708,0,4
2015-03-14,2015,3,14,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,21.4,13.83,1.2805399999999998,2.8177399999999997,923.3697980960916,0,4
2015-03-15,2015,3,15,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,4.2,16.25,14.46,0.86635,1.95093,955.0469325024003,0,4
2015-03-16,2015,3,16,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,19.19,14.62,1.2164899999999998,1.95093,887.8400439493703,0,4
2015-03-17,2015,3,17,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0.2,22.19,16.93,1.09266,1.90396,852.9317176786151,0,4
2015-03-18,2015,3,18,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,1,20.08,16.91,0.82365,1.2634600000000002,848.0004850500142,0,4
2015-03-19,2015,3,19,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,25.08,16.61,1.2634600000000002,2.31815,865.0613754908566,0,4
2015-03-20,2015,3,20,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,17.27,15.1,1.8868800000000001,2.39501,891.7878534147546,0,4
2015-03-21,2015,3,21,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,17.12,14.21,0.4521600000000001,0.8876999999999997,858.0692150709015,0,4
2015-03-22,2015,3,22,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,22.37,14.86,0.5034000000000001,1.3872899999999997,866.931217969495,0,4
2015-03-23,2015,3,23,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,21.6,16.16,1.2677300000000002,2.21994,870.0409919285052,0,4
2015-03-24,2015,3,24,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,3.8,15.94,14.78,1.2634600000000002,2.13454,949.2413090193734,0,4
2015-03-25,2015,3,25,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,14.2,17.29,14.37,0.4222699999999999,1.0456899999999998,1043.255945562882,1,4
2015-03-26,2015,3,26,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,15.41,12.16,2.02779,2.83482,952.037386382591,0,4
2015-03-27,2015,3,27,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,10.6,16.18,14.59,2.97146,3.82119,1076.7282995033243,1,4
2015-03-28,2015,3,28,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,16.51,13.7,1.02007,1.6605699999999999,893.7720900435213,0,4
2015-03-29,2015,3,29,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,18.31,13.11,0.81511,1.3872899999999997,893.7959606682468,0,4
2015-03-30,2015,3,30,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,18.23,13.97,0.58453,1.09693,870.0643504124382,0,4
2015-03-31,2015,3,31,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,19.39,14.94,0.012349999999999861,0.56318,832.5017070162045,0,4
2015-04-01,2015,4,1,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,23.22,15.61,0.76387,0.9560199999999999,840.290663946953,0,2
2015-04-02,2015,4,2,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0.4,19.38,14.25,2.08757,3.3002499999999997,933.9245865993988,0,2
2015-04-03,2015,4,3,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0.2,15.16,13.86,0.80657,1.1908699999999999,878.5986248734932,0,2
2015-04-04,2015,4,4,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,19.3,14.01,1.2933499999999998,1.7587799999999998,891.932804658556,0,2
2015-04-05,2015,4,5,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,17.72,13.14,0.8578100000000002,1.55809,899.1975149900939,0,2
2015-04-06,2015,4,6,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,15.78,12.66,0.59734,1.3360500000000002,898.8431391638975,0,2
2015-04-07,2015,4,7,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,15.52,13.25,1.0627699999999998,1.7758599999999998,904.4820136788271,0,2
2015-04-08,2015,4,8,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,5.2,15.84,14.15,0.9218599999999999,1.6605699999999999,965.2069083739924,0,2
2015-04-09,2015,4,9,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,16.58,13.88,0.2087699999999999,0.6485799999999999,851.8143667341835,0,2
2015-04-10,2015,4,10,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,16.98,13.89,-0.09440000000000004,0.30271000000000003,831.0199996918409,0,2
2015-04-11,2015,4,11,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,16.98,14.4,0.86208,1.6776499999999999,883.3103487952055,0,2
2015-04-12,2015,4,12,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,15.93,13.38,0.4521600000000001,0.8962399999999999,870.5775386102048,0,2
2015-04-13,2015,4,13,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,17.26,12.86,0.9047799999999999,1.4043699999999997,898.2419373059445,0,2
2015-04-14,2015,4,14,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,17.55,14.39,0.8919700000000002,1.4000999999999997,874.5770528341777,0,2
2015-04-15,2015,4,15,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,1.6,21.8,16.63,0.2130399999999999,1.14817,857.9718229881008,0,2
2015-04-16,2015,4,16,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,1.2,16.8,14.08,1.47269,1.9381199999999996,915.7172213308256,0,2
2015-04-17,2015,4,17,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,0,16.18,14.02,-0.18833999999999995,0.6827400000000001,851.5130049979452,0,2
2015-04-18,2015,4,18,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,3.4,17.19,12.43,1.3232400000000002,2.2882599999999997,986.0066740774447,0,2
2015-04-19,2015,4,19,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,5.2,13.99,12.2,1.8313699999999997,2.78785,1028.650963588927,1,2
2015-04-20,2015,4,20,3.966,0.602658477237329,0.6323481951979996,0.5782182708312975,3,14.94,12.9,0.6699299999999999,1.14817,935.3562363423322,0,2
2015-04-21,2015,4,21,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,15.62,12.71,0.49912999999999985,0.7339800000000001,872.7711905687357,0,2
2015-04-22,2015,4,22,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,16.87,14.37,0.99872,1.2079499999999999,868.1952328652909,0,2
2015-04-23,2015,4,23,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,1.2,16.79,15.12,0.7766799999999998,1.14817,874.3308074365029,0,2
2015-04-24,2015,4,24,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,17.23,15.01,0.6528499999999999,1.1951399999999999,858.074015614583,0,2
2015-04-25,2015,4,25,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,1.2,15.44,13.68,0.5888,0.9602899999999999,888.4896577276197,0,2
2015-04-26,2015,4,26,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,5,14.47,12.44,2.01071,2.36939,1010.7326678213666,1,2
2015-04-27,2015,4,27,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,1,14.98,13.74,1.53247,1.96374,918.709097769794,0,2
2015-04-28,2015,4,28,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,14.68,13.35,0.82365,1.02434,876.4193798840636,0,2
2015-04-29,2015,4,29,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,15.22,13.02,-0.04743000000000008,0.5119400000000001,856.5089743881883,0,2
2015-04-30,2015,4,30,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,17.22,12.06,0.4265399999999999,0.7083600000000001,880.7959155515887,0,2
2015-05-01,2015,5,1,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,18.82,13.29,0.31979,1.1823299999999999,883.5406664933198,0,8
2015-05-02,2015,5,2,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,19.19,14.74,0.6485799999999999,1.0670399999999998,857.4302407695793,0,8
2015-05-03,2015,5,3,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,16.58,14.11,0.4222699999999999,0.7766799999999998,854.6448154699219,0,8
2015-05-04,2015,5,4,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0.4,18.39,12.93,0.40091999999999994,1.2677300000000002,898.8388816153227,0,8
2015-05-05,2015,5,5,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,2,15.94,13.43,3.07821,4.235379999999999,993.5179733927855,0,8
2015-05-06,2015,5,6,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,8.2,14.9,12.65,3.4112699999999996,3.851079999999999,1084.2667726983273,1,8
2015-05-07,2015,5,7,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,13.6,13.65,13.02,3.3045199999999997,3.5052100000000004,1128.6384265709466,1,8
2015-05-08,2015,5,8,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,17.4,14.77,13.09,2.7707699999999997,3.0653999999999995,1151.4982434913943,1,8
2015-05-09,2015,5,9,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0.4,16.52,14,2.8476299999999997,3.3386799999999996,939.1075448572003,0,8
2015-05-10,2015,5,10,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,21.2,14.94,12.99,3.18069,3.6674699999999993,1196.350103076227,1,8
2015-05-11,2015,5,11,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,14.6,14.76,13.4,3.2917099999999997,4.440339999999999,1150.8774173463264,1,8
2015-05-12,2015,5,12,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0.2,14.58,11.14,3.7016299999999993,4.7862100000000005,1017.7210819370698,1,8
2015-05-13,2015,5,13,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,12.6,13.57,9.76,2.75369,3.2788999999999997,1170.0394116511966,1,8
2015-05-14,2015,5,14,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,1.2,15.01,12.93,2.50176,3.3856499999999996,971.717497174024,0,8
2015-05-15,2015,5,15,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0.6,14.77,13.27,1.0627699999999998,1.7075399999999998,911.9330369056532,0,8
2015-05-16,2015,5,16,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,14.33,12.05,0.2472000000000001,0.6827400000000001,879.6081019897064,0,8
2015-05-17,2015,5,17,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,15.94,10.6,0.18315000000000015,0.7297099999999999,902.8345812596535,0,8
2015-05-18,2015,5,18,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,16.88,10.53,0.2215800000000001,0.9304000000000001,913.9194447795719,0,8
2015-05-19,2015,5,19,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,15.5,13.05,0.8962399999999999,1.0456899999999998,881.7472689642049,0,8
2015-05-20,2015,5,20,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,1.6,16.4,13.01,0.9432100000000001,1.2335699999999998,915.6248861269951,0,8
2015-05-21,2015,5,21,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,13.81,12.29,0.81084,1.2549199999999998,901.4360592373786,0,8
2015-05-22,2015,5,22,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,3,13.23,12.05,0.7382500000000001,1.2719999999999998,953.0030682542266,0,8
2015-05-23,2015,5,23,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,13.85,11.62,1.13963,1.50685,921.0423545964187,0,8
2015-05-24,2015,5,24,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,13.91,11.26,0.05932000000000004,0.80657,897.272646322361,0,8
2015-05-25,2015,5,25,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,14.69,11.07,0.31979,0.6998200000000001,894.5055332875319,0,8
2015-05-26,2015,5,26,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,15.15,9.76,0.22584999999999988,0.7297099999999999,914.8869978670723,0,8
2015-05-27,2015,5,27,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,16.49,11.83,0.82365,1.51966,918.2409142904767,0,8
2015-05-28,2015,5,28,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0.4,17.51,13.36,1.60079,2.1729700000000003,921.0598319274376,0,8
2015-05-29,2015,5,29,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,6.8,13.98,12.69,1.94666,2.70672,1039.3571470308586,1,8
2015-05-30,2015,5,30,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0.6,14.88,11.9,2.48468,3.2404699999999997,976.4919456032326,0,8
2015-05-31,2015,5,31,3.966,0.602658477237329,0.30035241691703896,0.29949426151553593,0,13.74,9.65,2.56154,2.79639,993.427795551715,0,8
2015-06-01,2015,6,1,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,9.4,11.51,8.94,2.07903,2.50176,1127.69733777321,1,2
2015-06-02,2015,6,2,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0.4,11.62,9.9,0.5460999999999998,1.5111199999999996,954.5085433540783,0,2
2015-06-03,2015,6,3,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,12.14,9.62,0.08921000000000001,0.36676,893.480868607404,0,2
2015-06-04,2015,6,4,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,11.96,8.18,0.6528499999999999,0.9218599999999999,948.0036768288492,0,2
2015-06-05,2015,6,5,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,3.2,12.9,8.09,0.3240599999999998,0.83646,995.0396408456884,0,2
2015-06-06,2015,6,6,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,14.84,11.93,1.1054700000000002,1.57944,918.7782876713184,0,2
2015-06-07,2015,6,7,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,15.05,11.92,2.2968,2.97146,959.5886748184245,0,2
2015-06-08,2015,6,8,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,15.71,13.46,3.2361999999999997,3.94075,954.8427697005785,0,2
2015-06-09,2015,6,9,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,2.4,14.74,11.83,3.0397800000000004,3.69736,1016.7679421130885,1,2
2015-06-10,2015,6,10,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0.6,12.4,11.76,1.3104299999999998,2.06622,947.1594018647,0,2
2015-06-11,2015,6,11,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,13.06,11.55,0.9005099999999999,1.0627699999999998,904.7858752610161,0,2
2015-06-12,2015,6,12,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,12.34,9.81,0.11909999999999987,0.86635,921.333698613364,0,2
2015-06-13,2015,6,13,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,13.73,9.36,-0.030349999999999988,0.39237999999999995,898.9862080843556,0,2
2015-06-14,2015,6,14,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,15.6,11.75,-0.01754,0.56318,877.2459386754899,0,2
2015-06-15,2015,6,15,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,15.05,11.96,1.0115299999999998,1.4000999999999997,911.9215369570613,0,2
2015-06-16,2015,6,16,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,1.8,14.06,12.59,0.5460999999999998,1.1951399999999999,923.6274720253344,0,2
2015-06-17,2015,6,17,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,13.37,11.9,0.7169000000000001,1.96801,931.9729427400216,0,2
2015-06-18,2015,6,18,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,1.8,12.49,10.3,1.46415,1.97228,986.8292477675487,0,2
2015-06-19,2015,6,19,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,1.8,10.62,9.51,0.7297099999999999,0.9517499999999999,958.98162461957,0,2
2015-06-20,2015,6,20,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,12.02,9.6,0.7595999999999998,0.9346699999999999,927.7896606699421,0,2
2015-06-21,2015,6,21,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0.8,12.51,9.24,0.14898999999999996,0.7297099999999999,935.5122663625601,0,2
2015-06-22,2015,6,22,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,12.47,7.87,0.7126299999999999,0.9304000000000001,952.9953091539752,0,2
2015-06-23,2015,6,23,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,14.91,10.68,0.7382500000000001,1.2805399999999998,926.8982482446814,0,2
2015-06-24,2015,6,24,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0.6,14.4,11.83,1.0670399999999998,1.7374299999999998,935.6086962276087,0,2
2015-06-25,2015,6,25,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,1.2,13.3,11.85,1.7630500000000002,2.07476,955.6418204901317,0,2
2015-06-26,2015,6,26,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,1.8,14.05,11.79,1.0158,1.2079499999999999,936.2096625751008,0,2
2015-06-27,2015,6,27,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,12.88,10.83,1.53674,1.8185600000000002,944.2334221677493,0,2
2015-06-28,2015,6,28,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,13.63,11.94,1.3702100000000002,1.64776,920.9616696197913,0,2
2015-06-29,2015,6,29,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,13.19,11.84,0.83646,1.2421099999999998,907.7633822090618,0,2
2015-06-30,2015,6,30,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,12.08,11.03,0.5290199999999998,0.7339800000000001,896.8890212816517,0,2
2015-07-01,2015,7,1,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,2,12.91,11.59,1.8783400000000001,3.4454299999999995,1009.0106082415913,1,11
2015-07-02,2015,7,2,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,5.8,12.49,9.91,2.66829,3.3856499999999996,1091.2361478308444,1,11
2015-07-03,2015,7,3,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,1.6,11.77,10.56,1.3360500000000002,1.7118100000000003,970.7682205955211,0,11
2015-07-04,2015,7,4,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,12.48,10.94,1.94239,2.33523,958.666554739995,0,11
2015-07-05,2015,7,5,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,13.34,11.01,1.6776499999999999,1.89542,943.909474627311,0,11
2015-07-06,2015,7,6,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,11.19,9.72,1.0072599999999998,1.8270999999999997,962.1576224746136,0,11
2015-07-07,2015,7,7,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,4.2,11.64,9.58,0.6699299999999999,0.83219,987.5825765049403,0,11
2015-07-08,2015,7,8,2.131,0.2976512098055162,0.30035241691703896,0.29949426151553593,0,12.79,9.16,0.58026,0.80657,927.6892279951849,0,11
